Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,,,,,,,,,,,,,,,,,,
Faust et Méphistophélès,1903,Not Rated,N/A,2 min,"Short, Drama, Horror",Alice Guy,N/A,N/A,A re-telling of the classic tale of Faust in all of two minutes by French filmmaker Alice Guy (later known as Alice Guy-Blaché).,None,France,N/A,https://m.media-amazon.com/images/M/MV5BOGI5MDQyZjYtNTU3Yi00OTg2LWE0N2UtNmZlZWYyM2ViNmMxXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,N/A,5.1,293,tt0000437,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Buffalo Bill's Street Parade,1903,N/A,01 Jan 1903,N/A,"Documentary, Short",N/A,N/A,Buffalo Bill Cody,"This is the street parade of the great Indian Scout, Col. Cody, better and more familiarly known as Buffalo Bill. The entire aggregation is seen on parade accompanied by the wild animals they have secured during their journeys around the world, and presents an interesting spectacle. Everybody loves to see the street parade when the circus comes to town, but this is decidedly more interesting than a circus parade.",None,United States,N/A,N/A,N/A,4.8,21,tt0000426,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Dorothy's Dream,1903,N/A,01 Dec 1903,N/A,"Short, Fantasy",George Albert Smith,N/A,Dorothy Smith,"Eight scenes: Girl dreams of Dick Whittington, Robinson Crusoe, Forty Thieves, Aladdin, Cinderella, Bluebeard and Red Riding Hood.","None, English",United Kingdom,N/A,N/A,N/A,N/A,N/A,tt0000434,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Cake-walk de la pendule,1903,N/A,N/A,N/A,Short,Alice Guy,N/A,N/A,N/A,None,France,N/A,N/A,N/A,N/A,N/A,tt0000427,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Capital Execution,1903,N/A,N/A,1 min,"Short, Drama",Peter Elfelt,"Christian Lundsgaard, Scheel Vandel","Francesca Nathansen, Victor Betzonich","A fragment of this lost film exists, showing a woman being led to her execution.",None,Denmark,N/A,N/A,N/A,4.7,102,tt0000442,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
La guirlande merveilleuse,1903,N/A,13 Jun 1903,4 min,"Short, Fantasy",Georges Méliès,N/A,Georges Méliès,"A musketeer bows to the audience and proceeds to hang his hat, coat and vest on the wall in a most amazing manner. Being in need of two pages, he brings them out of his coat, and with rope he makes a hoop. The two pages stretch out a large sheet of white paper. The musketeer puts the hoop through the paper, and instantly the hoop is all covered with paper like those used by performers in the circus. The pages hold up the hoop; the paper bursts, only to let out a hideous clown, who goes and sits in the corner to see what is going to happen. Then the musketeer breaks the hoop, takes out of his hat a lot of flowers, which he throws on the pieces of the hoop, and by his act he makes a lovely wreath, from which appears a beautiful woman. This woman is then substituted by an immense and grinning face, into which the clown jumps. Then an explosion is heard and nothing is left of the clown nor the head. The musketeer takes the pages on his soldiers, one after the other, and they are changed as his coat and hat. Finally he disappears in a most mysterious way.",None,France,N/A,https://m.media-amazon.com/images/M/MV5BY2JlMjQwY2YtMzU2Zi00MzU5LTgxNjItMGViYTMxOGI3NGE3XkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_SX300.jpg,N/A,5.4,237,tt0000440,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Compagnons de voyage encombrants,1903,N/A,N/A,N/A,Short,Alice Guy,N/A,N/A,N/A,None,France,N/A,N/A,N/A,N/A,N/A,tt0000433,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Comment monsieur prend son bain,1903,Not Rated,N/A,1 min,"Short, Comedy",Alice Guy,N/A,Ferdinand Zecca,"An uncharacteristic ""trick"" film from Alice Guy. The fellow prepares for his bath. And prepares. And prepares.",None,France,N/A,https://m.media-amazon.com/images/M/MV5BMmYzZGZlODItOGM2ZS00Zjg3LThmZjAtYTI2NGU0ZjNkMjA2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,N/A,5.7,248,tt0000432,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Enlèvement en automobile et mariage précipité,1903,N/A,N/A,N/A,Short,Alice Guy,N/A,N/A,N/A,None,France,N/A,N/A,N/A,N/A,N/A,tt0000435,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Gulliver en el país de los gigantes,1903,N/A,N/A,N/A,Short,Segundo de Chomón,"Jonathan Swift, Segundo de Chomón",N/A,Lemuel Gulliver washes ashore on Lilliput and attempts to prevent war between that tiny kingdom and its equally minuscule rival Blefuscu.,None,Spain,N/A,N/A,N/A,6.5,11,tt0000441,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Hiawatha,1903,N/A,N/A,15 min,"Short, Adventure, Drama",Joe Rosenthal,"E.A. Armstrong, Henry Wadsworth Longfellow",N/A,"20 scenes: The birth, life, marriage and death of Hiawatha.","None, English","United Kingdom, Canada",N/A,https://m.media-amazon.com/images/M/MV5BNWZjYmYzZGUtZTE3My00NDY1LTk3Y2MtMzRhMGM0YWM4YWRjXkEyXkFqcGdeQXVyMDk1ODM3MA@@._V1_SX300.jpg,N/A,N/A,11,tt0000443,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Le fiancé ensorcelé,1903,N/A,N/A,N/A,Short,Alice Guy,N/A,N/A,N/A,None,France,N/A,N/A,N/A,N/A,N/A,tt0000438,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Kit Carson,1903,N/A,01 Oct 1903,21 min,"Short, Western",Wallace McCutcheon,N/A,N/A,"This subject is a production upon which was spent a great deal of time and money. It was taken amid scenery of the wildest natural beauty and enacted with the greatest possible fidelity to the original. The costumes, arms, log cabins, etc., are all historically correct. The story embodies the adventures of the greatest of all the American scouts and pathfinders, ""Kit Carson,"" his life in the wilderness, his hand-to-hand conflicts with the savage Indians, his hairbreadth escapes and his safe return to his log cabin home in the clearing. The subject is absolutely a novelty in moving pictures. 1. MORNING IN THE WILDERNESS. As the dawn breaks, Kit Carson and his fellow trapper are seen awakening from their pine bough couches. They wash at the brook, start a fire and prepare their frugal meal. This finished, they remove all trace of the fire, arrange their packs, take their rifles and start off into the depths of the forest. 2. INDIANS FIND THE TRAIL. The same scene. The trappers have departed and a band of painted Indians appear. They discover the trail of the trappers, and after a brief conference start out after them. 3 IN CAMP FOR THE NIGHT. Here we seee Kit Carson and his companion, fatigued by the weary tramp of the day, locating their camp by the side of another stream. The evening meal is cooked and the trappers lie down to sleep. 4. THE NIGHT ATTACK. While Kit and his companion are asleep, the Indians make their treacherous attack. The fight is short and bloody. Three of the savages are laid low, but Kit's companion is killed and Kit himself after a terrific struggle, is taken captive and bound. 5. OVER THE LOG. Here we see the exultant savages and their captive threading their way through the dense growth of the forest. They come to a stream which is spanned by a large birch log. Over this the Indians pass in single file, followed by Kit, his arms bound but all senses alert. One buck brings up the rear. As Kit reaches the center of the log, he engages the attention of the buck for an instant, then quick as a flash topples him into the water, and springing into the water on the opposite side, Kit is lost to view. The other Indians come running back and plunge through the water in their eager search for Kit. 6. THE CANOE CHASE. A wild river. On either side immense pine trees. Around a distant turn Kit is seen coming in his canoe, paddling for dear life. He is followed by three other canoes, filled with Indians, all paddling desperately. Kit fires at the foremost canoe and all disappear around another bend of the river. 7. ARRIVAL OF THE INDIAN SCOUT. Farther down the river an Indian scout is seen rapidly approaching in his canoe. He runs his frail craft ashore and tells his companions of the coming of Kit. 8. ATTACK ON CANOE AND SECOND CAPTURE OF KIT. The Indians who have been warned in the preceding scene hide in ambush. Kit comes along in his canoe unconscious of this new danger. As he comes opposite the ambush, the savages, naked save for their breech-clothes, jump into the water, overturn the canoe, and after another thrilling conflict the intrepid Kit is again a prisoner. 9. IN THE INDIAN CAMP. This is a remarkable scene. Here we have the Indian village, with its skin-covered tepees. Squaws and their papooses, young bucks and Indian maidens are seen at their various occupations. Here we have real Indian life. Kit is brought into camp by his captors and his advent creates great excitement. He is tied to a tree and subjected to various tortures and indignities, which he bears with undaunted mein. Even when tomahawks are hurled at his head he does not falter. Night comes, and the life of the village is stilted. Kit is guarded by one brave, who sleeps on his rifle by the fire. Death seems very near, but help is near at hand. An Indian maiden, moved to compassion by his condition, severs his bonds and once again Kit is free. 10. THE HOME IN THE WILDERNESS. Here we see Kit's rude log cabin in the clearing. His wife and children are busy with household affairs and eagerly watching for the return of the father. A little girl runs in with the glad news, and soon Kit stalks in and is quickly overwhelmed by the loving embraces of his wife and children.","None, English",United States,N/A,N/A,N/A,N/A,25,tt0000446,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Illusionniste renversant,1903,N/A,N/A,N/A,Short,Alice Guy,N/A,Ferdinand Zecca,N/A,None,France,N/A,N/A,N/A,N/A,N/A,tt0000444,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Lutteurs américains,1903,N/A,N/A,N/A,Short,Alice Guy,N/A,N/A,N/A,None,France,N/A,N/A,N/A,N/A,N/A,tt0000449,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Le liqueur du couvent,1903,N/A,N/A,N/A,Short,Alice Guy,N/A,N/A,N/A,None,France,N/A,N/A,N/A,N/A,N/A,tt0000448,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Life of an American Fireman,1903,Not Rated,01 Jan 1903,6 min,"Short, Action","George S. Fleming, Edwin S. Porter",Edwin S. Porter,"Edwin S. Porter, Vivian Vaughan, Arthur White","Porter's sequential continuity editing links several shots to form a narrative of firemen responding to a house fire. They leave the station with their horse drawn pumper, arrive on the scene, and effect the safe rescue of a woman from the burning house. But wait, she tells them of her child yet asleep in the burning bedroom . . .","None, English",United States,1 win,https://m.media-amazon.com/images/M/MV5BNTIzZjBiYWYtY2VlNy00OWNmLTg1ZWItZmYyOTA4MGE3YzI2XkEyXkFqcGdeQXVyMzE0MjY5ODA@._V1_SX300.jpg,N/A,6.4,"2,686",tt0000447,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
The Great Train Robbery,1903,TV-G,07 Dec 1903,11 min,"Short, Action, Adventure",Edwin S. Porter,"Scott Marble, Edwin S. Porter","Gilbert M. 'Broncho Billy' Anderson, A.C. Abadie, George Barnes",Among the earliest existing films in American cinema - notable as an early film to present a narrative story to tell - it depicts a group of outlaws who hold up a train and rob the passengers. They are then pursued by a Sheriff's posse. Several scenes have color included - all hand tinted.,English,United States,1 win,https://m.media-amazon.com/images/M/MV5BYjgwMTgzNmUtYjA2OC00MjVhLWEzNTEtOWQwNjlmNThhYWMyXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_SX300.jpg,N/A,7.3,"20,590",tt0000439,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
La mouche,1903,N/A,N/A,N/A,Short,Alice Guy,N/A,N/A,N/A,None,France,N/A,N/A,N/A,N/A,N/A,tt0000454,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
The Music Lover,1903,N/A,15 Aug 1903,3 min,"Short, Comedy, Music",Georges Méliès,N/A,Georges Méliès,"Under a set of five telegraph lines, a bandmaster and his marching band of talented female vocalists prepare to sing. But first, the leader needs to arrange the notes and place the G-clef on the lines. There he goes. Now, everything is ready for an unforgettable performance.","None, French",France,N/A,https://m.media-amazon.com/images/M/MV5BZGQ1ZDZjNDMtYjBlYy00MDZiLTlkZTUtYThmNmI0N2E3YjJlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,N/A,6.8,"1,897",tt0000455,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Modelage express,1903,N/A,N/A,N/A,Short,Alice Guy,N/A,N/A,N/A,None,France,N/A,N/A,N/A,N/A,N/A,tt0000453,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Jocko musicien,1903,N/A,N/A,N/A,Short,Alice Guy,N/A,N/A,N/A,None,France,N/A,N/A,N/A,N/A,N/A,tt0000445,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
La main du professeur Hamilton ou le roi des dollars,1903,N/A,N/A,N/A,Short,Alice Guy,N/A,N/A,N/A,None,France,N/A,N/A,N/A,N/A,N/A,tt0000450,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Nos bons étudiants,1903,N/A,N/A,N/A,Short,Alice Guy,N/A,N/A,N/A,None,France,N/A,N/A,N/A,N/A,N/A,tt0000458,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
The Messenger Boy's Mistake,1903,N/A,01 Oct 1903,2 min,"Short, Comedy, Romance",Edwin S. Porter,N/A,Gilbert M. 'Broncho Billy' Anderson,"""Cholly"" wishes to call on his best girl and sends her a large bouquet. To find out if the girl really loves him, he sends a note with the messenger boy requesting her to ""wear this"" if she does. The boy delivers the note and a package which the young lady opens and finds an old pair of trousers and other masculine wearing apparel. She becomes enraged. When ""Cholly"" comes she proceeds to give him instructions as to what to do in the future, etc., but before she finishes, the boy, having discovered his mistake, returns with the right box. ""Cholly"" hastily closes up the wrong one, hands it to the boy and kicks him out of the door. He then opens the right box and presents the bouquet himself. She wears the flowers, and things are now all right.",None,United States,N/A,N/A,N/A,4.6,114,tt0000452,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
The Pioneers,1903,N/A,01 Oct 1903,15 min,"Western, Short",Wallace McCutcheon,N/A,N/A,"THE LOG HOUSE [THE HOME IN THE WILDERNESS]. Here we see in the midst of a primeval forest, a little clearing and the rude log-house erected by the sturdy frontiersman. A little girl leaves the cabin, and tripping daintily along the forest path in her bare feet, goes to a neighboring spring for water. What she sees lurking in the shadowy thickets causes her to fly back to the cabin for her life. She has no sooner passed the threshold, slamming the door behind her, when a half dozen painted Indians burst into view in close pursuit. Immediately the long rifle-barrel of the pioneer protrudes from a loophole in the cabin wall. It speaks, and a savage leaps into the air and falls clutching the sod. The other Indians slink back, only to reappear an instant later crawling through the grass like snakes and pushing bundles of dry limbs and grass before them. The settler's rifle speaks again and again, but the savages succeed in pushing the combustible material against the house, and in an instant it is fiercely blazing. AN INDIAN MASSACRE [BURNING OF THE CABIN AND MURDER OF THE SETTLERS]. A little girl runs in with the alarm. The door is quickly locked and barred and the long rifle appears at the loop-hole and is frequently fired. The Indians gradually close in on the ill-fated home, and finally have it ablaze from a fire of brushwood. The Indians, now in a frenzy over the success of their fiendish enterprise, procure a log and using it as a battering ram they hurl themselves upon the door and batter it in. The pioneer rushes out to defend his loved ones, but he is quickly overcome and tomahawked, and his wife as quickly meets the same fate. The little girl, terror-stricken by the awful scenes she has witnessed, is seized by the savages and carried off a prisoner. THE OATH! [DISCOVERY OF THE BODIES] In the next scene all that is left of the cabin is a smoldering ruin. A company of trappers come rapidly out of the forest and discover the bodies of the unfortunate man and woman. With bared heads, and in most impressive fashion they register an oath never to rest until they have wreaked vengeance on the Indian murderers and rescued the child. THE MOUNTAIN TRAIL [CROSSING THE MOUNTAIN]. A magnificent scene showing the savages leading their captive along a winding path on the mountain-side. The little girl sagaciously leaves a trail by tearing a bit from her dress. The trappers following shortly after discover the clue and press on in pursuit, encouraged by the knowledge that the girl is probably still living. VENGEANCE [RESCUE OF THE CHILD FROM THE INDIANS]. The Indians come to their evening camp by the side of a forest stream. After a drink of clear water, they tie the little girl to a tree and prepare for their night's rest. The trappers are close upon them however, and with a wild yell the white men hurl themselves upon the Indians. A terrific hand-to-hand combat ensues, and the Indians are slain remorselessly. The little girl is quickly released from her bonds and, as the picture ends, she is in the arms of one of the brave trappers who have rescued her. All of the scenes in this great production were made amidst the wildest and most beautiful scenery of the Adirondack Mountains, and the subject is one which will appeal strongly to all classes of people.","None, English",United States,N/A,N/A,N/A,6.2,17,tt0000460,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Potage indigeste,1903,N/A,N/A,N/A,Short,Alice Guy,N/A,N/A,N/A,None,France,N/A,N/A,N/A,N/A,N/A,tt0000461,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
"Panorama of Riker's Island, N.Y.",1903,N/A,01 May 1903,2 min,"Short, Documentary",N/A,N/A,N/A,"A view of Riker's Island and its landfill, filmed from a passing boat on 9 May 1903. While heavy steam powered construction equipment construct a sea wall, nearby garbage scows are unloaded by steam shovel.","None, English",United States,N/A,N/A,N/A,4.4,79,tt0000459,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Mary Jane's Mishap,1903,N/A,01 Apr 1903,4 min,"Short, Comedy",George Albert Smith,N/A,Laura Bayley,"The merry housewife, Mary Jane, starts her day early in the morning by doing her myriad domestic chores. After using pitch-black boot polish as a makeshift make-up, the reckless servant sets her mind on starting a fire--and when all else fails--Mary grabs a paraffin can, pours liberally on the seemingly extinguished fire, and out the chimney she goes. Will her untimely demise be a warning to all kerosene lovers?",None,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMTUxMTlhMTQtZGFmYS00MTU1LTg2ZGMtNzgyZjg5NjU2NjY0XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,N/A,6.5,"1,021",tt0000451,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
N.Y. Fire Department Returning,1903,N/A,01 May 1903,N/A,"Documentary, Short",N/A,N/A,N/A,Scene with several types of horse-drawn firefighting equipment on the move.,None,United States,N/A,N/A,N/A,4.0,63,tt0000456,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
Rip Van Winkle,1896,Not Rated,01 May 1903,4 min,"Short, Comedy",William K.L. Dickson,"Dion Boucicault, William K.L. Dickson, Washington Irving",Joseph Jefferson,"An abridged version of the tale of Rip Van Winkle, a lazy American man, who wanders off one day with his dog Wolf into the Kaatskill mountains where he runs into an odd group of men drinking and playing bowls. He drinks some of their mysterious brew and passes out. When he wakes up under a tree he is astonished to find that 20 years have passed and things are a lot different. This is a charming story about how America changed due to the Revolutionary War, only in a different and more subtle way than ever told before.",None,United States,N/A,https://m.media-amazon.com/images/M/MV5BNmYxMTliNzUtM2U0My00NDU5LWI5ZWYtYTBjYTkzYTVjYjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,N/A,4.8,464,tt0000464,movie,N/A,N/A,N/A,N/A,True,,,,,,,,,,,,,,,,,,
